filepath,true_label,total_steps,final_prediction,final_confidence,final_reasoning,status,predicted_at_steps,final_api_time,num_api_calls
vasp-data-files/101000001110001111010111/OSZICAR,1,125,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.21E+02 to ~6.33E-02 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,8.127722263336182,2
vasp-data-files/101111100000000011101101/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 1-3 after step 12 with persistent oscillations, indicating divergence despite some dE fluctuations",Kill,100,3.908396005630493,1
vasp-data-files/110110001000011100100000/OSZICAR,1,122,,,评估到 125 步时，实际步数仅为 122，数据不足。,Insufficient_Steps,122,4.209818124771118,1
vasp-data-files/100001010110011010010010/OSZICAR,1,165,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.0E+02 to ~3.5E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.97042441368103,2
vasp-data-files/101001010101000011001101/OSZICAR,1,154,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.6 at step 36 to ~1.36 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.827977180480957,1
vasp-data-files/111101010111011110011110/OSZICAR,1,109,,,评估到 125 步时，实际步数仅为 109，数据不足。,Insufficient_Steps,109,3.5990676879882812,1
vasp-data-files/101100000101010000110100/OSZICAR,0,200,0.0,8.0,"rms(c) stagnates at ~0.19-0.20 after step 108 with no decreasing trend, dE remains oscillatory, matching divergence pattern where charge residual fails to improve",Kill,125,7.127001047134399,2
vasp-data-files/100010010110001011010101/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.19E-01 and 0.75E-01 in final 50 steps with no consistent downward trend, indicating stagnation despite dE oscillations",Kill,100,4.521952390670776,1
vasp-data-files/101101000101111110100101/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.6 at step 35 to ~2.8 at step 150, following Expert Tie-Breaker Rule",Continue,150,12.347497940063477,3
vasp-data-files/110001000011001111101110/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 5-22 with oscillations and no overall improvement, indicating divergence despite some dE fluctuations",Kill,100,3.9067463874816895,1
vasp-data-files/101000111000110101100100/OSZICAR,1,102,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.23E+02 to ~1.43E-01 over 100 steps, following Expert Tie-Breaker Rule",Continue,100,3.5987823009490967,1
vasp-data-files/111110001100111010101000/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+02 to ~4.8E-01 over 200 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,200,51.209877252578735,5
vasp-data-files/101010010101111010100110/OSZICAR,1,171,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 6-7 after initial decrease from ~12, with dE remaining large and oscillatory",Kill,100,9.741852760314941,1
vasp-data-files/101001110011110001100110/OSZICAR,1,180,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.3-0.5 after step 40 with persistent oscillations, while dE remains oscillatory without reaching convergence thresholds",Kill,100,8.8215913772583,1
vasp-data-files/101110000101110011000100/OSZICAR,1,186,1.0,7.0,"Despite significant dE oscillations throughout, rms(c) shows clear macro-trend decreasing from ~23.5 at step 50 to ~0.38 at step 150, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,150,16.956534385681152,3
vasp-data-files/110111100001000100111111/OSZICAR,1,160,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.04 over 150 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,150,18.801979303359985,3
vasp-data-files/111110000100110000100000/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.5-1.25 without meaningful reduction over last 50 steps, indicating stagnation and divergence despite some dE fluctuations",Kill,100,3.5989246368408203,1
vasp-data-files/101011010101011011011110/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 0.26-0.27 for the last 20+ steps with no clear downward trend, and dE continues to oscillate significantly, indicating divergence per Expert Tie-Breaker Rule",Kill,125,8.125970840454102,2
vasp-data-files/101010101001110001011110/OSZICAR,1,122,,,评估到 125 步时，实际步数仅为 122，数据不足。,Insufficient_Steps,122,3.9063549041748047,1
vasp-data-files/100001010100111010100000/OSZICAR,1,146,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.24E+02 to ~1.06E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,7.434406042098999,2
vasp-data-files/111101011101000110100110/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-1.9 after initial fluctuations, indicating divergence despite some dE oscillations",Kill,100,3.2913565635681152,1
vasp-data-files/110100001001001111000001/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 1.5-3.2 with no sustained downward trend over 100 steps, indicating stagnation and failure to converge despite dE oscillations",Kill,100,3.9061968326568604,1
vasp-data-files/111100100000110110111001/OSZICAR,1,157,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~0.09 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.206338882446289,2
vasp-data-files/101111000110011100100100/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.3-1.1 without meaningful reduction over 125 steps, indicating stagnation and divergence despite some dE oscillations",Kill,125,8.127103805541992,2
vasp-data-files/100110011100000111011100/OSZICAR,0,200,1.0,6.0,"Large dE oscillations persist but rms(c) shows clear downward macro-trend from ~100 to ~0.2 over 200 steps, following Expert Tie-Breaker Rule for eventual convergence despite noise",Unresolved_MaxSteps,200,19.257137775421143,5
vasp-data-files/101111001000100011010111/OSZICAR,1,102,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from 1.23E+02 to 6.49E-03 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.905588150024414,1
vasp-data-files/100001111100010010011110/OSZICAR,1,148,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+01 to ~3.0E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.2049925327301025,2
vasp-data-files/110000111011001111011011/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.5-1.3 without meaningful reduction over many iterations, indicating stagnation despite some dE oscillations",Kill,125,7.512534856796265,2
vasp-data-files/101011110000111111101101/OSZICAR,1,124,,,评估到 125 步时，实际步数仅为 124，数据不足。,Insufficient_Steps,124,4.216720819473267,1
vasp-data-files/111110001101110001100000/OSZICAR,0,200,1.0,6.0,"Large dE oscillations persist but rms(c) shows clear downward macro-trend from ~100 to ~0.2-0.6 range over 200 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Unresolved_MaxSteps,200,23.476481914520264,5
vasp-data-files/111010101111100011110111/OSZICAR,1,119,,,评估到 125 步时，实际步数仅为 119，数据不足。,Insufficient_Steps,119,3.9051640033721924,1
vasp-data-files/111110001100010000101110/OSZICAR,1,116,,,评估到 125 步时，实际步数仅为 116，数据不足。,Insufficient_Steps,116,3.83272385597229,1
vasp-data-files/111110000000111100100000/OSZICAR,1,155,0.0,7.0,"rms(c) stagnates around 0.1-0.4 after step 40 with no sustained downward trend, and dE continues oscillating without reaching convergence thresholds, indicating divergence per Expert Tie-Breaker Rule",Kill,125,8.350602626800537,2
vasp-data-files/110101101100011001010011/OSZICAR,1,156,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.3-1.4 without sustained decrease, indicating stagnation and divergence despite some dE oscillations",Kill,100,3.904918670654297,1
vasp-data-files/101110101100010000111110/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 6-11 after initial decrease, with dE remaining large and oscillatory",Kill,100,3.5977485179901123,1
vasp-data-files/110110101000101111100011/OSZICAR,1,197,0.0,7.0,"rms(c) oscillates between 0.9-1.9 with no clear downward macro-trend over 100 steps, indicating stagnation and divergence despite some dE fluctuations",Kill,100,4.51961088180542,1
vasp-data-files/100001111100010010111110/OSZICAR,1,194,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~0.1-0.8 range with overall downward damping, following Expert Tie-Breaker Rule",Continue,125,8.441648960113525,2
vasp-data-files/101101000100011010011110/OSZICAR,1,102,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.02 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.898749351501465,1
vasp-data-files/100001000101111011011110/OSZICAR,1,100,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.0E+02 to ~1.0E-02 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,9.741576910018921,1
vasp-data-files/100010111000111100100101/OSZICAR,1,145,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.6 over the calculation, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.51246190071106,2
vasp-data-files/111110000100111010101010/OSZICAR,1,141,,,评估到 150 步时，实际步数仅为 141，数据不足。,Insufficient_Steps,141,7.513572931289673,2
vasp-data-files/100010111011110101000001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.9-1.6 with oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,4.13188624382019,1
vasp-data-files/111110000000111000100100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-4.6 with oscillations and no overall improvement over 100 steps, indicating divergence per Expert Tie-Breaker Rule",Kill,100,3.9056267738342285,1
vasp-data-files/100011111110010010011110/OSZICAR,1,170,0.0,7.0,"rms(c) stagnates around 0.7-1.1 after step 30 with no clear downward macro-trend, and dE continues oscillating significantly",Kill,100,3.907003402709961,1
vasp-data-files/101101000100001011000011/OSZICAR,1,168,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 2.5-3.7 for most steps with only brief dips, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.9030966758728027,1
vasp-data-files/110110101111001101111100/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~129 at step 13 to ~0.38 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.520522594451904,1
vasp-data-files/101001001111110111100101/OSZICAR,1,101,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~0.009 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.9059925079345703,1
vasp-data-files/110100101100101110100011/OSZICAR,1,141,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.15-0.25 after step 70 with no further improvement, indicating divergence despite some dE oscillations",Kill,125,39.46065664291382,2
vasp-data-files/110110000011010000111100/OSZICAR,1,126,0.0,7.0,"rms(c) oscillates between 0.15-0.55 without sustained downward trend, dE remains high with persistent oscillations, indicating stagnation per Expert Tie-Breaker Rule",Kill,125,8.125777244567871,2
vasp-data-files/110011110100000011011101/OSZICAR,1,131,,,评估到 150 步时，实际步数仅为 131，数据不足。,Insufficient_Steps,131,8.743598937988281,2
vasp-data-files/111100001101111010100000/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, oscillating between 1.0-3.2 with final values around 1.2, indicating stagnation and failure to converge",Kill,100,3.8303961753845215,1
vasp-data-files/101010001100011000000111/OSZICAR,1,105,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.15E+01 at step 15 to ~6.62E-01 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.8223042488098145,1
vasp-data-files/111010010100011100100010/OSZICAR,1,130,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.22E+02 to ~9.39E-02 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.739914178848267,2
vasp-data-files/101001010101011110100000/OSZICAR,1,131,0.0,7.0,"rms(c) stagnates around 0.5 after step 40 with no clear downward macro-trend, and dE continues oscillating without reaching convergence thresholds",Kill,100,3.288994073867798,1
vasp-data-files/101001011100111010100010/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 1.4E+01 and 2.8E+01 with final values around 8.5E+00, while dE remains persistently large with wild oscillations, indicating stagnation and divergence",Kill,100,3.906343936920166,1
vasp-data-files/101011011110100110110110/OSZICAR,1,116,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~128 at step 13 to ~0.132 at step 100, following Expert Tie-Breaker Rule",Continue,100,4.212372541427612,1
vasp-data-files/101000010111100101110111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.3-2.3 with oscillations and no net decrease over 100 steps, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.211069583892822,1
vasp-data-files/110110101000111110101001/OSZICAR,1,127,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.1-5.2 with final values around 2.2, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,100,4.211676597595215,1
vasp-data-files/100100010110111000000110/OSZICAR,1,103,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.01 over 100 steps, following the Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.519904613494873,1
vasp-data-files/101001111100100011011111/OSZICAR,1,111,,,评估到 125 步时，实际步数仅为 111，数据不足。,Insufficient_Steps,111,3.8031938076019287,1
vasp-data-files/100001111101001001011111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend after step 40, oscillating between 0.1-0.5 and stagnating around 0.2 in final steps, indicating divergence despite some dE oscillations",Kill,100,4.236362457275391,1
vasp-data-files/100110100000001100111101/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, oscillating between 1.0-2.5 without sustained decrease, indicating stagnation and divergence despite some dE fluctuations",Kill,100,3.59633469581604,1
vasp-data-files/101101000101000010111110/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.5-1.8 with no clear downward macro-trend over 100 steps, indicating stagnation and eventual divergence despite some local decreases",Kill,100,3.5980167388916016,1
vasp-data-files/110111101101001000111100/OSZICAR,1,148,0.0,7.0,"rms(c) stagnates around 0.24-0.35 after step 40 with no clear downward macro-trend, and dE shows persistent oscillations without convergence to small values",Kill,100,3.602722644805908,1
vasp-data-files/101101000101000011101101/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, oscillating between 0.5-1.3 with no net improvement over 125 steps, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,125,7.506350517272949,2
vasp-data-files/111110010001110000111000/OSZICAR,1,156,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.3 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.901899814605713,1
vasp-data-files/110110100100001100111100/OSZICAR,1,127,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.3 after step 30 with persistent oscillations, indicating divergence despite some dE fluctuations",Kill,100,33.70561933517456,1
vasp-data-files/101001010101111010100100/OSZICAR,1,138,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.12 after step 50 with persistent oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,4.2115478515625,1
vasp-data-files/101000010110110001010100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-2.8 with no macro-decrease, while dE exhibits persistent large oscillations indicating divergence",Kill,100,3.5990004539489746,1
vasp-data-files/111000011111001011010011/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.1-0.6 without sustained improvement over many iterations, indicating stagnation and eventual divergence",Kill,100,3.90431809425354,1
vasp-data-files/110110111001001000110010/OSZICAR,1,117,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~15.0 at step 40 to ~1.55 at step 100, following Expert Tie-Breaker Rule",Continue,100,3.9022576808929443,1
vasp-data-files/111100000101010100100001/OSZICAR,1,151,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.45 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.126364707946777,2
vasp-data-files/101011011100110010010111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.5-0.8 after step 93 with persistent high oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.5984768867492676,1
vasp-data-files/111011100111011111010111/OSZICAR,1,126,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+01 to ~2.8E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,7.20421290397644,2
vasp-data-files/111001010111111000010000/OSZICAR,0,200,1.0,6.0,"Large dE oscillations persist but rms(c) shows clear downward macro-trend from ~120 at step 13 to ~0.2 at step 120, following Expert Tie-Breaker Rule for damped convergence despite noise",Unresolved_MaxSteps,200,18.640276193618774,5
vasp-data-files/100010001111111111111010/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-2.1 with oscillations and no overall improvement, while dE remains persistently high with large fluctuations",Kill,100,3.5954761505126953,1
vasp-data-files/100010101011000001011111/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.22E+02 to ~8.41E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.434144735336304,2
vasp-data-files/101100000101100111000000/OSZICAR,1,107,1.0,7.0,"Despite dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.22E+02 to ~4.40E-02 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.210299968719482,1
vasp-data-files/101111001100010010100010/OSZICAR,1,124,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.24E+02 to ~3.27E-01 over 100 steps, following Expert Tie-Breaker Rule",Continue,100,3.597187042236328,1
vasp-data-files/101111010101001111101011/OSZICAR,1,115,,,评估到 125 步时，实际步数仅为 115，数据不足。,Insufficient_Steps,115,4.522769927978516,1
vasp-data-files/100000010111101001010111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.4-1.2 in later steps with no progress below 0.4, indicating stagnation despite some dE oscillations",Kill,100,3.8215949535369873,1
vasp-data-files/111010101001110101110100/OSZICAR,1,104,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~126 at step 13 to ~0.022 at step 100, following Expert Tie-Breaker Rule",Continue,100,3.9027020931243896,1
vasp-data-files/110000101010001110011011/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.3-0.6 without sustained downward trend after step 50, indicating stagnation per Expert Tie-Breaker Rule",Kill,100,3.9062929153442383,1
vasp-data-files/101011010101000010111110/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1-3E+01 with oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.595741033554077,1
vasp-data-files/111100000101110000100000/OSZICAR,1,102,,,评估到 125 步时，实际步数仅为 102，数据不足。,Insufficient_Steps,102,4.210294246673584,1
vasp-data-files/101111100101000010111111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-3.5E+01 with persistent high oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,4.130922317504883,1
vasp-data-files/101001110101111010010110/OSZICAR,1,115,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.1 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.212364196777344,1
vasp-data-files/110100111100111101010001/OSZICAR,1,140,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.5 at step 13 to ~0.3 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.2112743854522705,1
vasp-data-files/101101001101001101000111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.3-4.4 without sustained improvement, indicating stagnation despite some dE fluctuations",Kill,125,7.81789493560791,2
vasp-data-files/101011110000111110100101/OSZICAR,1,133,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.6 at step 13 to ~0.28 at step 100, following Expert Tie-Breaker Rule",Continue,100,4.212004899978638,1
vasp-data-files/111110110101000101010101/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.3 after initial improvement, with dE remaining oscillatory and high, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.209906339645386,1
vasp-data-files/100111001011101101101000/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-1.3 after initial decrease, with dE remaining large and oscillatory",Kill,100,3.2900876998901367,1
vasp-data-files/101011110101111010011110/OSZICAR,1,160,0.0,7.0,"rms(c) stagnates around 0.1-0.12 after step 100 with no clear downward trend, despite dE oscillations, indicating divergence per Expert Tie-Breaker Rule",Kill,125,7.510392665863037,2
vasp-data-files/100101011111111001001100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.7 after initial improvement, with dE remaining oscillatory and high, indicating divergence according to Expert Tie-Breaker Rule",Kill,125,8.431851625442505,2
vasp-data-files/101000010101000011010111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.4 after step 30 with large oscillations up to 1.0, indicating divergence despite some dE fluctuations",Kill,175,15.645947694778442,4
vasp-data-files/101010010100111110100100/OSZICAR,1,175,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-3.5 with oscillations and no overall improvement over 125 steps, indicating divergence per Expert Tie-Breaker Rule",Kill,125,7.5119194984436035,2
vasp-data-files/100110010111000000110001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.2-1.2 without meaningful reduction over 125 steps, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,125,6.897299289703369,2
vasp-data-files/100111000001000011111011/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.4-1.1E+01 without sustained improvement, indicating stagnation and divergence despite some dE fluctuations",Kill,125,17.953487634658813,2
vasp-data-files/101110001101010111010001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.2-0.25 after step 95 with dE remaining oscillatory, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.211960315704346,1
vasp-data-files/110100110101111101010001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.3-0.6 after step 25 with occasional spikes to 1.6, indicating failure to converge despite dE oscillations",Kill,100,4.824886798858643,1
vasp-data-files/100110100011001101111000/OSZICAR,1,156,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.3 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.21013617515564,1
vasp-data-files/100010110100110000110000/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~15.8 at step 60 to ~0.1 at step 125, following Expert Tie-Breaker Rule",Continue,125,7.510585308074951,2
vasp-data-files/101011000101010010111110/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-3.0 with oscillations and no overall improvement, indicating divergence despite some dE fluctuations",Kill,100,4.211169242858887,1
vasp-data-files/110001110110000110011100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-1.5 with oscillations and no overall improvement over many iterations, indicating divergence per Expert Tie-Breaker Rule",Kill,100,3.2935843467712402,1
vasp-data-files/100010001001111100101000/OSZICAR,1,141,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.24E+02 to ~3.32E-01 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.205985069274902,1
vasp-data-files/111111000110000110111010/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 6-16 with stagnation around 9-13 in later steps, indicating divergence despite some dE oscillations",Kill,100,3.900376796722412,1
vasp-data-files/100101000001000011011111/OSZICAR,1,115,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.08 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.599470853805542,1
vasp-data-files/101001010111000011111111/OSZICAR,1,152,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.3 at step 13 to ~0.39 at step 125, following Expert Tie-Breaker Rule",Continue,125,7.509614944458008,2
vasp-data-files/101010000111110111100101/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0E+01 after 100 steps with persistent oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.594879627227783,1
vasp-data-files/100010111000111100100000/OSZICAR,1,112,,,评估到 125 步时，实际步数仅为 112，数据不足。,Insufficient_Steps,112,4.211500406265259,1
vasp-data-files/100000001110110011111111/OSZICAR,1,103,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~122 at step 13 to 0.016 at step 100, following Expert Tie-Breaker Rule",Continue,100,4.13109564781189,1
vasp-data-files/110100000101010001010010/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.5-1.2 without sustained downward trend, stagnating around 0.58-0.59 in final steps despite dE becoming small",Kill,125,8.1257905960083,2
vasp-data-files/111101010100111110110000/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 1.3-3.9 with no clear downward macro-trend over 100 steps, indicating stagnation and divergence despite dE oscillations",Kill,100,3.9036519527435303,1
vasp-data-files/100001110101100011010111/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~9.3 over 175 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,175,16.56726574897766,4
vasp-data-files/100010110010001110111111/OSZICAR,1,170,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.24E+01 to ~3.50E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,8.437250137329102,2
vasp-data-files/110100001000111000000001/OSZICAR,1,121,0.0,8.0,"rms(c) shows no consistent downward trend, oscillating between 0.1-1.0 with final values around 0.4-1.0, indicating stagnation and divergence despite some dE oscillations",Kill,100,3.59189772605896,1
vasp-data-files/110110101010110000110001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.18-0.85 without sustained improvement, indicating stagnation despite dE oscillations",Kill,125,7.200295925140381,2
vasp-data-files/100010010011000001111110/OSZICAR,1,126,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.01 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.9034745693206787,1
